flow_id_col1,flow_id_col2,flow_id_col4,flow_id_col5,per_flow_max
h24,h105,1499,1499,14
h9,h84,1860,1860,14
h12,h141,858,858,13
h14,h116,317,317,13
h18,h121,521,521,13
h2,h92,239,239,13
h3,h51,1440,1440,13
h31,h52,1004,1004,13
h5,h30,164,164,13
h6,h128,1743,1743,13
h12,h119,1438,1438,12
h14,h49,68,68,12
h18,h68,375,375,12
h19,h43,1658,1658,12
h19,h66,1759,1759,12
h2,h114,1291,1291,12
h24,h87,340,340,12
h30,h83,102,102,12
h32,h115,644,644,12
h4,h72,182,182,12
h6,h109,1779,1779,12
h10,h142,2164,2164,11
h17,h108,424,424,11
h17,h49,1903,1903,11
h2,h141,1595,1595,11
h22,h120,1096,1096,11
h31,h118,1699,1699,11
h4,h69,1403,1403,11
h6,h137,1433,1433,11
h20,h140,106,106,10
h7,h129,1256,1256,10
h7,h33,1389,1389,10
h8,h10,453,453,10
h9,h12,1585,1585,10
h9,h58,1859,1859,10
h1,h75,867,867,9
h11,h67,1436,1436,9
h17,h116,152,152,9
h17,h60,469,469,9
h19,h49,1620,1620,9
h2,h124,1296,1296,9
h2,h71,1989,1989,9
h26,h127,965,965,9
h27,h120,1852,1852,9
h29,h4,972,972,9
h6,h42,1186,1186,9
h9,h61,1875,1875,9
h16,h88,755,755,8
h31,h43,1661,1661,8
h8,h95,1173,1173,8
h21,h74,204,204,7
h22,h43,1863,1863,7
h23,h16,1061,1061,7
h24,h22,1361,1361,7
h25,h134,1653,1653,7
h25,h97,608,608,7
h26,h141,1106,1106,7
h3,h102,695,695,7
h4,h20,208,208,7
h7,h18,1033,1033,7
h12,h78,848,848,6
h16,h13,440,440,6
h16,h71,1610,1610,6
h2,h104,1998,1998,6
h22,h57,1101,1101,6
h24,h100,1815,1815,6
h28,h88,1169,1169,6
h4,h29,1491,1491,6
h8,h115,1564,1564,6
h1,h78,1886,1886,5
h13,h23,1555,1555,5
h13,h92,1139,1139,5
h16,h112,505,505,5
h18,h55,732,732,5
h2,h76,624,624,5
h21,h46,1290,1290,5
h21,h84,611,611,5
h25,h37,1807,1807,5
h29,h57,2039,2039,5
h17,h133,1508,1508,4
h28,h61,2141,2141,4
h19,h144,1587,1587,3
h2,h100,1997,1997,3
h22,h101,1146,1146,3
h25,h98,57,57,3
h27,h66,1084,1084,3
h28,h127,433,433,3
h30,h144,1175,1175,3
h7,h42,1213,1213,3
h1,h40,2059,2059,2
h10,h131,2067,2067,2
h23,h81,1527,1527,2
h26,h76,225,225,2
h11,h140,1622,1622,1
h15,h121,1370,1370,1
h16,h69,508,508,1
h28,h90,1827,1827,1
h6,h95,64,64,1
